 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  85430  22  46  42 1 1 1
  85431  23  46  42 1 1 1
  85432  24  46  42 1 1 1
  85433  25  46  42 1 1 1
  85434  26  46  42 1 1 1
  85435  27  46  42 1 1 1
  85436  28  46  42 1 1 1
  85437  29  46  42 1 1 1
  85438  30  46  42 1 1 1
  85439  31  46  42 1 1 1
  85440  32  46  42 1 1 1
  85441   1  47  42 1 1 1
  85442   2  47  42 1 1 1
  85443   3  47  42 1 1 1
  85444   4  47  42 1 1 1
  85445   5  47  42 1 1 1
  85446   6  47  42 1 1 1
  85447   7  47  42 1 1 1
  85448   8  47  42 1 1 1
  85449   9  47  42 1 1 1
  85450  10  47  42 1 1 1
  85451  11  47  42 1 1 1
  85452  12  47  42 1 1 1
  85453  13  47  42 1 1 1
  85454  14  47  42 1 1 1
  85455  15  47  42 1 1 1
  85456  16  47  42 1 1 1
  85457  17  47  42 1 1 1
  85458  18  47  42 1 1 1
  85459  19  47  42 1 1 1
  85460  20  47  42 1 1 1
  85461  21  47  42 1 1 1
  85462  22  47  42 1 1 1
  85463  23  47  42 1 1 1
  85464  24  47  42 1 1 1
  85465  25  47  42 1 1 1
  85466  26  47  42 1 1 1
  85467  27  47  42 1 1 1
  85468  28  47  42 1 1 1
  85469  29  47  42 1 1 1
  85470  30  47  42 1 1 1
  85471  31  47  42 1 1 1
  85472  32  47  42 1 1 1
  85473   1  48  42 1 1 1
  85474   2  48  42 1 1 1
  85475   3  48  42 1 1 1
  85476   4  48  42 1 1 1
  85477   5  48  42 1 1 1
  85478   6  48  42 1 1 1
  85479   7  48  42 1 1 1
  85480   8  48  42 1 1 1
  85481   9  48  42 1 1 1
  85482  10  48  42 1 1 1
  85483  11  48  42 1 1 1
  85484  12  48  42 1 1 1
  85485  13  48  42 1 1 1
  85486  14  48  42 1 1 1
  85487  15  48  42 1 1 1
  85488  16  48  42 1 1 1
  85489  17  48  42 1 1 1
  85490  18  48  42 1 1 1
  85491  19  48  42 1 1 1
  85492  20  48  42 1 1 1
  85493  21  48  42 1 1 1
  85494  22  48  42 1 1 1
  85495  23  48  42 1 1 1
  85496  24  48  42 1 1 1
  85497  25  48  42 1 1 1
  85498  26  48  42 1 1 1
  85499  27  48  42 1 1 1
  85500  28  48  42 1 1 1
  85501  29  48  42 1 1 1
  85502  30  48  42 1 1 1
  85503  31  48  42 1 1 1
  85504  32  48  42 1 1 1
  85505   1  49  42 1 1 1
  85506   2  49  42 1 1 1
  85507   3  49  42 1 1 1
  85508   4  49  42 1 1 1
  85509   5  49  42 1 1 1
  85510   6  49  42 1 1 1
  85511   7  49  42 1 1 1
  85512   8  49  42 1 1 1
  85513   9  49  42 1 1 1
  85514  10  49  42 1 1 1
  85515  11  49  42 1 1 1
  85516  12  49  42 1 1 1
  85517  13  49  42 1 1 1
  85518  14  49  42 1 1 1
  85519  15  49  42 1 1 1
  85520  16  49  42 1 1 1
  85521  17  49  42 1 1 1
  85522  18  49  42 1 1 1
  85523  19  49  42 1 1 1
  85524  20  49  42 1 1 1
  85525  21  49  42 1 1 1
  85526  22  49  42 1 1 1
  85527  23  49  42 1 1 1
  85528  24  49  42 1 1 1
  85529  25  49  42 1 1 1
  85530  26  49  42 1 1 1
  85531  27  49  42 1 1 1
  85532  28  49  42 1 1 1
  85533  29  49  42 1 1 1
  85534  30  49  42 1 1 1
  85535  31  49  42 1 1 1
  85536  32  49  42 1 1 1
  85537   1  50  42 1 1 1
  85538   2  50  42 1 1 1
  85539   3  50  42 1 1 1
  85540   4  50  42 1 1 1
  85541   5  50  42 1 1 1
  85542   6  50  42 1 1 1
  85543   7  50  42 1 1 1
  85544   8  50  42 1 1 1
  85545   9  50  42 1 1 1
  85546  10  50  42 1 1 1
  85547  11  50  42 1 1 1
  85548  12  50  42 1 1 1
  85549  13  50  42 1 1 1
  85550  14  50  42 1 1 1
  85551  15  50  42 1 1 1
  85552  16  50  42 1 1 1
  85553  17  50  42 1 1 1
  85554  18  50  42 1 1 1
  85555  19  50  42 1 1 1
  85556  20  50  42 1 1 1
  85557  21  50  42 1 1 1
  85558  22  50  42 1 1 1
  85559  23  50  42 1 1 1
  85560  24  50  42 1 1 1
  85561  25  50  42 1 1 1
  85562  26  50  42 1 1 1
  85563  27  50  42 1 1 1
  85564  28  50  42 1 1 1
  85565  29  50  42 1 1 1
  85566  30  50  42 1 1 1
  85567  31  50  42 1 1 1
  85568  32  50  42 1 1 1
  85569   1  51  42 1 1 1
  85570   2  51  42 1 1 1
  85571   3  51  42 1 1 1
  85572   4  51  42 1 1 1
  85573   5  51  42 1 1 1
  85574   6  51  42 1 1 1
  85575   7  51  42 1 1 1
  85576   8  51  42 1 1 1
  85577   9  51  42 1 1 1
  85578  10  51  42 1 1 1
  85579  11  51  42 1 1 1
  85580  12  51  42 1 1 1
  85581  13  51  42 1 1 1
  85582  14  51  42 1 1 1
  85583  15  51  42 1 1 1
  85584  16  51  42 1 1 1
  85585  17  51  42 1 1 1
  85586  18  51  42 1 1 1
  85587  19  51  42 1 1 1
  85588  20  51  42 1 1 1
  85589  21  51  42 1 1 1
  85590  22  51  42 1 1 1
  85591  23  51  42 1 1 1
  85592  24  51  42 1 1 1
  85593  25  51  42 1 1 1
  85594  26  51  42 1 1 1
  85595  27  51  42 1 1 1
  85596  28  51  42 1 1 1
  85597  29  51  42 1 1 1
  85598  30  51  42 1 1 1
  85599  31  51  42 1 1 1
  85600  32  51  42 1 1 1
  85601   1  52  42 1 1 1
  85602   2  52  42 1 1 1
  85603   3  52  42 1 1 1
  85604   4  52  42 1 1 1
  85605   5  52  42 1 1 1
  85606   6  52  42 1 1 1
  85607   7  52  42 1 1 1
  85608   8  52  42 1 1 1
  85609   9  52  42 1 1 1
  85610  10  52  42 1 1 1
  85611  11  52  42 1 1 1
  85612  12  52  42 1 1 1
  85613  13  52  42 1 1 1
  85614  14  52  42 1 1 1
  85615  15  52  42 1 1 1
  85616  16  52  42 1 1 1
  85617  17  52  42 1 1 1
  85618  18  52  42 1 1 1
  85619  19  52  42 1 1 1
  85620  20  52  42 1 1 1
  85621  21  52  42 1 1 1
  85622  22  52  42 1 1 1
  85623  23  52  42 1 1 1
  85624  24  52  42 1 1 1
  85625  25  52  42 1 1 1
  85626  26  52  42 1 1 1
  85627  27  52  42 1 1 1
  85628  28  52  42 1 1 1
  85629  29  52  42 1 1 1
  85630  30  52  42 1 1 1
  85631  31  52  42 1 1 1
  85632  32  52  42 1 1 1
  85633   1  53  42 1 1 1
  85634   2  53  42 1 1 1
  85635   3  53  42 1 1 1
  85636   4  53  42 1 1 1
  85637   5  53  42 1 1 1
  85638   6  53  42 1 1 1
  85639   7  53  42 1 1 1
  85640   8  53  42 1 1 1
  85641   9  53  42 1 1 1
  85642  10  53  42 1 1 1
  85643  11  53  42 1 1 1
  85644  12  53  42 1 1 1
  85645  13  53  42 1 1 1
  85646  14  53  42 1 1 1
  85647  15  53  42 1 1 1
  85648  16  53  42 1 1 1
  85649  17  53  42 1 1 1
  85650  18  53  42 1 1 1
  85651  19  53  42 1 1 1
  85652  20  53  42 1 1 1
  85653  21  53  42 1 1 1
  85654  22  53  42 1 1 1
  85655  23  53  42 1 1 1
  85656  24  53  42 1 1 1
  85657  25  53  42 1 1 1
  85658  26  53  42 1 1 1
  85659  27  53  42 1 1 1
  85660  28  53  42 1 1 1
  85661  29  53  42 1 1 1
  85662  30  53  42 1 1 1
  85663  31  53  42 1 1 1
  85664  32  53  42 1 1 1
  85665   1  54  42 1 1 1
  85666   2  54  42 1 1 1
  85667   3  54  42 1 1 1
  85668   4  54  42 1 1 1
  85669   5  54  42 1 1 1
  85670   6  54  42 1 1 1
  85671   7  54  42 1 1 1
  85672   8  54  42 1 1 1
  85673   9  54  42 1 1 1
  85674  10  54  42 1 1 1
  85675  11  54  42 1 1 1
  85676  12  54  42 1 1 1
  85677  13  54  42 1 1 1
  85678  14  54  42 1 1 1
  85679  15  54  42 1 1 1
  85680  16  54  42 1 1 1
  85681  17  54  42 1 1 1
  85682  18  54  42 1 1 1
  85683  19  54  42 1 1 1
  85684  20  54  42 1 1 1
  85685  21  54  42 1 1 1
  85686  22  54  42 1 1 1
  85687  23  54  42 1 1 1
  85688  24  54  42 1 1 1
  85689  25  54  42 1 1 1
  85690  26  54  42 1 1 1
  85691  27  54  42 1 1 1
  85692  28  54  42 1 1 1
  85693  29  54  42 1 1 1
  85694  30  54  42 1 1 1
  85695  31  54  42 1 1 1
  85696  32  54  42 1 1 1
  85697   1  55  42 1 1 1
  85698   2  55  42 1 1 1
  85699   3  55  42 1 1 1
  85700   4  55  42 1 1 1
  85701   5  55  42 1 1 1
  85702   6  55  42 1 1 1
  85703   7  55  42 1 1 1
  85704   8  55  42 1 1 1
  85705   9  55  42 1 1 1
  85706  10  55  42 1 1 1
  85707  11  55  42 1 1 1
  85708  12  55  42 1 1 1
  85709  13  55  42 1 1 1
  85710  14  55  42 1 1 1
  85711  15  55  42 1 1 1
  85712  16  55  42 1 1 1
  85713  17  55  42 1 1 1
  85714  18  55  42 1 1 1
  85715  19  55  42 1 1 1
  85716  20  55  42 1 1 1
  85717  21  55  42 1 1 1
  85718  22  55  42 1 1 1
  85719  23  55  42 1 1 1
  85720  24  55  42 1 1 1
  85721  25  55  42 1 1 1
  85722  26  55  42 1 1 1
  85723  27  55  42 1 1 1
  85724  28  55  42 1 1 1
  85725  29  55  42 1 1 1
  85726  30  55  42 1 1 1
  85727  31  55  42 1 1 1
  85728  32  55  42 1 1 1
  85729   1  56  42 1 1 1
  85730   2  56  42 1 1 1
  85731   3  56  42 1 1 1
  85732   4  56  42 1 1 1
  85733   5  56  42 1 1 1
  85734   6  56  42 1 1 1
  85735   7  56  42 1 1 1
  85736   8  56  42 1 1 1
  85737   9  56  42 1 1 1
  85738  10  56  42 1 1 1
  85739  11  56  42 1 1 1
  85740  12  56  42 1 1 1
  85741  13  56  42 1 1 1
  85742  14  56  42 1 1 1
  85743  15  56  42 1 1 1
  85744  16  56  42 1 1 1
  85745  17  56  42 1 1 1
  85746  18  56  42 1 1 1
  85747  19  56  42 1 1 1
  85748  20  56  42 1 1 1
  85749  21  56  42 1 1 1
  85750  22  56  42 1 1 1
  85751  23  56  42 1 1 1
  85752  24  56  42 1 1 1
  85753  25  56  42 1 1 1
  85754  26  56  42 1 1 1
  85755  27  56  42 1 1 1
  85756  28  56  42 1 1 1
  85757  29  56  42 1 1 1
  85758  30  56  42 1 1 1
  85759  31  56  42 1 1 1
  85760  32  56  42 1 1 1
  85761   1  57  42 1 1 1
  85762   2  57  42 1 1 1
  85763   3  57  42 1 1 1
  85764   4  57  42 1 1 1
  85765   5  57  42 1 1 1
  85766   6  57  42 1 1 1
  85767   7  57  42 1 1 1
  85768   8  57  42 1 1 1
  85769   9  57  42 1 1 1
  85770  10  57  42 1 1 1
  85771  11  57  42 1 1 1
  85772  12  57  42 1 1 1
  85773  13  57  42 1 1 1
  85774  14  57  42 1 1 1
  85775  15  57  42 1 1 1
  85776  16  57  42 1 1 1
  85777  17  57  42 1 1 1
  85778  18  57  42 1 1 1
  85779  19  57  42 1 1 1
  85780  20  57  42 1 1 1
  85781  21  57  42 1 1 1
  85782  22  57  42 1 1 1
  85783  23  57  42 1 1 1
  85784  24  57  42 1 1 1
  85785  25  57  42 1 1 1
  85786  26  57  42 1 1 1
  85787  27  57  42 1 1 1
  85788  28  57  42 1 1 1
  85789  29  57  42 1 1 1
  85790  30  57  42 1 1 1
  85791  31  57  42 1 1 1
  85792  32  57  42 1 1 1
  85793   1  58  42 1 1 1
  85794   2  58  42 1 1 1
  85795   3  58  42 1 1 1
  85796   4  58  42 1 1 1
  85797   5  58  42 1 1 1
  85798   6  58  42 1 1 1
  85799   7  58  42 1 1 1
  85800   8  58  42 1 1 1
  85801   9  58  42 1 1 1
  85802  10  58  42 1 1 1
  85803  11  58  42 1 1 1
  85804  12  58  42 1 1 1
  85805  13  58  42 1 1 1
  85806  14  58  42 1 1 1
  85807  15  58  42 1 1 1
  85808  16  58  42 1 1 1
  85809  17  58  42 1 1 1
  85810  18  58  42 1 1 1
  85811  19  58  42 1 1 1
  85812  20  58  42 1 1 1
  85813  21  58  42 1 1 1
  85814  22  58  42 1 1 1
  85815  23  58  42 1 1 1
  85816  24  58  42 1 1 1
  85817  25  58  42 1 1 1
  85818  26  58  42 1 1 1
  85819  27  58  42 1 1 1
  85820  28  58  42 1 1 1
  85821  29  58  42 1 1 1
  85822  30  58  42 1 1 1
  85823  31  58  42 1 1 1
  85824  32  58  42 1 1 1
  85825   1  59  42 1 1 1
  85826   2  59  42 1 1 1
  85827   3  59  42 1 1 1
  85828   4  59  42 1 1 1
  85829   5  59  42 1 1 1
  85830   6  59  42 1 1 1
  85831   7  59  42 1 1 1
  85832   8  59  42 1 1 1
  85833   9  59  42 1 1 1
  85834  10  59  42 1 1 1
  85835  11  59  42 1 1 1
  85836  12  59  42 1 1 1
  85837  13  59  42 1 1 1
  85838  14  59  42 1 1 1
  85839  15  59  42 1 1 1
  85840  16  59  42 1 1 1
  85841  17  59  42 1 1 1
  85842  18  59  42 1 1 1
  85843  19  59  42 1 1 1
  85844  20  59  42 1 1 1
  85845  21  59  42 1 1 1
  85846  22  59  42 1 1 1
  85847  23  59  42 1 1 1
  85848  24  59  42 1 1 1
  85849  25  59  42 1 1 1
  85850  26  59  42 1 1 1
  85851  27  59  42 1 1 1
  85852  28  59  42 1 1 1
  85853  29  59  42 1 1 1
  85854  30  59  42 1 1 1
  85855  31  59  42 1 1 1
  85856  32  59  42 1 1 1
  85857   1  60  42 1 1 1
  85858   2  60  42 1 1 1
  85859   3  60  42 1 1 1
  85860   4  60  42 1 1 1
  85861   5  60  42 1 1 1
  85862   6  60  42 1 1 1
  85863   7  60  42 1 1 1
  85864   8  60  42 1 1 1
  85865   9  60  42 1 1 1
  85866  10  60  42 1 1 1
  85867  11  60  42 1 1 1
  85868  12  60  42 1 1 1
  85869  13  60  42 1 1 1
  85870  14  60  42 1 1 1
  85871  15  60  42 1 1 1
  85872  16  60  42 1 1 1
  85873  17  60  42 1 1 1
  85874  18  60  42 1 1 1
  85875  19  60  42 1 1 1
  85876  20  60  42 1 1 1
  85877  21  60  42 1 1 1
  85878  22  60  42 1 1 1
  85879  23  60  42 1 1 1
  85880  24  60  42 1 1 1
  85881  25  60  42 1 1 1
  85882  26  60  42 1 1 1
  85883  27  60  42 1 1 1
  85884  28  60  42 1 1 1
  85885  29  60  42 1 1 1
  85886  30  60  42 1 1 1
  85887  31  60  42 1 1 1
  85888  32  60  42 1 1 1
  85889   1  61  42 1 1 1
  85890   2  61  42 1 1 1
  85891   3  61  42 1 1 1
  85892   4  61  42 1 1 1
  85893   5  61  42 1 1 1
  85894   6  61  42 1 1 1
  85895   7  61  42 1 1 1
  85896   8  61  42 1 1 1
  85897   9  61  42 1 1 1
  85898  10  61  42 1 1 1
  85899  11  61  42 1 1 1
  85900  12  61  42 1 1 1
  85901  13  61  42 1 1 1
  85902  14  61  42 1 1 1
  85903  15  61  42 1 1 1
  85904  16  61  42 1 1 1
  85905  17  61  42 1 1 1
  85906  18  61  42 1 1 1
  85907  19  61  42 1 1 1
  85908  20  61  42 1 1 1
  85909  21  61  42 1 1 1
  85910  22  61  42 1 1 1
  85911  23  61  42 1 1 1
  85912  24  61  42 1 1 1
  85913  25  61  42 1 1 1
  85914  26  61  42 1 1 1
  85915  27  61  42 1 1 1
  85916  28  61  42 1 1 1
  85917  29  61  42 1 1 1
  85918  30  61  42 1 1 1
  85919  31  61  42 1 1 1
  85920  32  61  42 1 1 1
  85921   1  62  42 1 1 1
  85922   2  62  42 1 1 1
  85923   3  62  42 1 1 1
  85924   4  62  42 1 1 1
  85925   5  62  42 1 1 1
  85926   6  62  42 1 1 1
  85927   7  62  42 1 1 1
  85928   8  62  42 1 1 1
  85929   9  62  42 1 1 1
  85930  10  62  42 1 1 1
  85931  11  62  42 1 1 1
  85932  12  62  42 1 1 1
  85933  13  62  42 1 1 1
  85934  14  62  42 1 1 1
  85935  15  62  42 1 1 1
  85936  16  62  42 1 1 1
  85937  17  62  42 1 1 1
  85938  18  62  42 1 1 1
  85939  19  62  42 1 1 1
  85940  20  62  42 1 1 1
  85941  21  62  42 1 1 1
  85942  22  62  42 1 1 1
  85943  23  62  42 1 1 1
  85944  24  62  42 1 1 1
  85945  25  62  42 1 1 1
  85946  26  62  42 1 1 1
  85947  27  62  42 1 1 1
  85948  28  62  42 1 1 1
  85949  29  62  42 1 1 1
  85950  30  62  42 1 1 1
  85951  31  62  42 1 1 1
  85952  32  62  42 1 1 1
  85953   1  63  42 1 1 1
  85954   2  63  42 1 1 1
  85955   3  63  42 1 1 1
  85956   4  63  42 1 1 1
  85957   5  63  42 1 1 1
  85958   6  63  42 1 1 1
  85959   7  63  42 1 1 1
  85960   8  63  42 1 1 1
  85961   9  63  42 1 1 1
  85962  10  63  42 1 1 1
  85963  11  63  42 1 1 1
  85964  12  63  42 1 1 1
  85965  13  63  42 1 1 1
  85966  14  63  42 1 1 1
  85967  15  63  42 1 1 1
  85968  16  63  42 1 1 1
  85969  17  63  42 1 1 1
  85970  18  63  42 1 1 1
  85971  19  63  42 1 1 1
  85972  20  63  42 1 1 1
  85973  21  63  42 1 1 1
  85974  22  63  42 1 1 1
  85975  23  63  42 1 1 1
  85976  24  63  42 1 1 1
  85977  25  63  42 1 1 1
  85978  26  63  42 1 1 1
  85979  27  63  42 1 1 1
  85980  28  63  42 1 1 1
  85981  29  63  42 1 1 1
  85982  30  63  42 1 1 1
  85983  31  63  42 1 1 1
  85984  32  63  42 1 1 1
  85985   1  64  42 1 1 1
  85986   2  64  42 1 1 1
  85987   3  64  42 1 1 1
  85988   4  64  42 1 1 1
  85989   5  64  42 1 1 1
  85990   6  64  42 1 1 1
  85991   7  64  42 1 1 1
  85992   8  64  42 1 1 1
  85993   9  64  42 1 1 1
  85994  10  64  42 1 1 1
  85995  11  64  42 1 1 1
  85996  12  64  42 1 1 1
  85997  13  64  42 1 1 1
  85998  14  64  42 1 1 1
  85999  15  64  42 1 1 1
  86000  16  64  42 1 1 1
  86001  17  64  42 1 1 1
  86002  18  64  42 1 1 1
  86003  19  64  42 1 1 1
  86004  20  64  42 1 1 1
  86005  21  64  42 1 1 1
  86006  22  64  42 1 1 1
  86007  23  64  42 1 1 1
  86008  24  64  42 1 1 1
  86009  25  64  42 1 1 1
  86010  26  64  42 1 1 1
  86011  27  64  42 1 1 1
  86012  28  64  42 1 1 1
  86013  29  64  42 1 1 1
  86014  30  64  42 1 1 1
  86015  31  64  42 1 1 1
  86016  32  64  42 1 1 1
  86017   1   1  43 1 1 1
  86018   2   1  43 1 1 1
  86019   3   1  43 1 1 1
  86020   4   1  43 1 1 1
  86021   5   1  43 1 1 1
  86022   6   1  43 1 1 1
  86023   7   1  43 1 1 1
  86024   8   1  43 1 1 1
  86025   9   1  43 1 1 1
  86026  10   1  43 1 1 1
  86027  11   1  43 1 1 1
  86028  12   1  43 1 1 1
  86029  13   1  43 1 1 1
  86030  14   1  43 1 1 1
  86031  15   1  43 1 1 1
  86032  16   1  43 1 1 1
  86033  17   1  43 1 1 1
  86034  18   1  43 1 1 1
  86035  19   1  43 1 1 1
  86036  20   1  43 1 1 1
  86037  21   1  43 1 1 1
  86038  22   1  43 1 1 1
  86039  23   1  43 1 1 1
  86040  24   1  43 1 1 1
  86041  25   1  43 1 1 1
  86042  26   1  43 1 1 1
  86043  27   1  43 1 1 1
  86044  28   1  43 1 1 1
  86045  29   1  43 1 1 1
  86046  30   1  43 1 1 1
  86047  31   1  43 1 1 1
  86048  32   1  43 1 1 1
  86049   1   2  43 1 1 1
  86050   2   2  43 1 1 1
  86051   3   2  43 1 1 1
  86052   4   2  43 1 1 1
  86053   5   2  43 1 1 1
  86054   6   2  43 1 1 1
  86055   7   2  43 1 1 1
  86056   8   2  43 1 1 1
  86057   9   2  43 1 1 1
  86058  10   2  43 1 1 1
  86059  11   2  43 1 1 1
  86060  12   2  43 1 1 1
  86061  13   2  43 1 1 1
  86062  14   2  43 1 1 1
  86063  15   2  43 1 1 1
  86064  16   2  43 1 1 1
  86065  17   2  43 1 1 1
  86066  18   2  43 1 1 1
  86067  19   2  43 1 1 1
  86068  20   2  43 1 1 1
  86069  21   2  43 1 1 1
  86070  22   2  43 1 1 1
  86071  23   2  43 1 1 1
  86072  24   2  43 1 1 1
  86073  25   2  43 1 1 1
  86074  26   2  43 1 1 1
  86075  27   2  43 1 1 1
  86076  28   2  43 1 1 1
  86077  29   2  43 1 1 1
  86078  30   2  43 1 1 1
  86079  31   2  43 1 1 1
  86080  32   2  43 1 1 1
  86081   1   3  43 1 1 1
  86082   2   3  43 1 1 1
  86083   3   3  43 1 1 1
  86084   4   3  43 1 1 1
  86085   5   3  43 1 1 1
  86086   6   3  43 1 1 1
  86087   7   3  43 1 1 1
  86088   8   3  43 1 1 1
  86089   9   3  43 1 1 1
  86090  10   3  43 1 1 1
  86091  11   3  43 1 1 1
  86092  12   3  43 1 1 1
  86093  13   3  43 1 1 1
  86094  14   3  43 1 1 1
  86095  15   3  43 1 1 1
  86096  16   3  43 1 1 1
  86097  17   3  43 1 1 1
  86098  18   3  43 1 1 1
  86099  19   3  43 1 1 1
  86100  20   3  43 1 1 1
  86101  21   3  43 1 1 1
  86102  22   3  43 1 1 1
  86103  23   3  43 1 1 1
  86104  24   3  43 1 1 1
  86105  25   3  43 1 1 1
  86106  26   3  43 1 1 1
  86107  27   3  43 1 1 1
  86108  28   3  43 1 1 1
  86109  29   3  43 1 1 1
  86110  30   3  43 1 1 1
  86111  31   3  43 1 1 1
  86112  32   3  43 1 1 1
  86113   1   4  43 1 1 1
  86114   2   4  43 1 1 1
  86115   3   4  43 1 1 1
  86116   4   4  43 1 1 1
  86117   5   4  43 1 1 1
  86118   6   4  43 1 1 1
  86119   7   4  43 1 1 1
  86120   8   4  43 1 1 1
  86121   9   4  43 1 1 1
  86122  10   4  43 1 1 1
  86123  11   4  43 1 1 1
  86124  12   4  43 1 1 1
  86125  13   4  43 1 1 1
  86126  14   4  43 1 1 1
  86127  15   4  43 1 1 1
  86128  16   4  43 1 1 1
  86129  17   4  43 1 1 1
  86130  18   4  43 1 1 1
  86131  19   4  43 1 1 1
  86132  20   4  43 1 1 1
  86133  21   4  43 1 1 1
  86134  22   4  43 1 1 1
  86135  23   4  43 1 1 1
  86136  24   4  43 1 1 1
  86137  25   4  43 1 1 1
  86138  26   4  43 1 1 1
  86139  27   4  43 1 1 1
  86140  28   4  43 1 1 1
  86141  29   4  43 1 1 1
  86142  30   4  43 1 1 1
  86143  31   4  43 1 1 1
  86144  32   4  43 1 1 1
  86145   1   5  43 1 1 1
  86146   2   5  43 1 1 1
  86147   3   5  43 1 1 1
  86148   4   5  43 1 1 1
  86149   5   5  43 1 1 1
  86150   6   5  43 1 1 1
  86151   7   5  43 1 1 1
  86152   8   5  43 1 1 1
  86153   9   5  43 1 1 1
  86154  10   5  43 1 1 1
  86155  11   5  43 1 1 1
  86156  12   5  43 1 1 1
  86157  13   5  43 1 1 1
  86158  14   5  43 1 1 1
  86159  15   5  43 1 1 1
  86160  16   5  43 1 1 1
  86161  17   5  43 1 1 1
  86162  18   5  43 1 1 1
  86163  19   5  43 1 1 1
  86164  20   5  43 1 1 1
  86165  21   5  43 1 1 1
  86166  22   5  43 1 1 1
  86167  23   5  43 1 1 1
  86168  24   5  43 1 1 1
  86169  25   5  43 1 1 1
  86170  26   5  43 1 1 1
  86171  27   5  43 1 1 1
  86172  28   5  43 1 1 1
  86173  29   5  43 1 1 1
  86174  30   5  43 1 1 1
  86175  31   5  43 1 1 1
  86176  32   5  43 1 1 1
  86177   1   6  43 1 1 1
  86178   2   6  43 1 1 1
  86179   3   6  43 1 1 1
  86180   4   6  43 1 1 1
  86181   5   6  43 1 1 1
  86182   6   6  43 1 1 1
  86183   7   6  43 1 1 1
  86184   8   6  43 1 1 1
  86185   9   6  43 1 1 1
  86186  10   6  43 1 1 1
  86187  11   6  43 1 1 1
  86188  12   6  43 1 1 1
  86189  13   6  43 1 1 1
  86190  14   6  43 1 1 1
  86191  15   6  43 1 1 1
  86192  16   6  43 1 1 1
  86193  17   6  43 1 1 1
  86194  18   6  43 1 1 1
  86195  19   6  43 1 1 1
  86196  20   6  43 1 1 1
  86197  21   6  43 1 1 1
  86198  22   6  43 1 1 1
  86199  23   6  43 1 1 1
  86200  24   6  43 1 1 1
  86201  25   6  43 1 1 1
  86202  26   6  43 1 1 1
  86203  27   6  43 1 1 1
  86204  28   6  43 1 1 1
  86205  29   6  43 1 1 1
  86206  30   6  43 1 1 1
  86207  31   6  43 1 1 1
  86208  32   6  43 1 1 1
  86209   1   7  43 1 1 1
  86210   2   7  43 1 1 1
  86211   3   7  43 1 1 1
  86212   4   7  43 1 1 1
  86213   5   7  43 1 1 1
  86214   6   7  43 1 1 1
  86215   7   7  43 1 1 1
  86216   8   7  43 1 1 1
  86217   9   7  43 1 1 1
  86218  10   7  43 1 1 1
  86219  11   7  43 1 1 1
  86220  12   7  43 1 1 1
  86221  13   7  43 1 1 1
  86222  14   7  43 1 1 1
  86223  15   7  43 1 1 1
  86224  16   7  43 1 1 1
  86225  17   7  43 1 1 1
  86226  18   7  43 1 1 1
  86227  19   7  43 1 1 1
  86228  20   7  43 1 1 1
  86229  21   7  43 1 1 1
  86230  22   7  43 1 1 1
  86231  23   7  43 1 1 1
  86232  24   7  43 1 1 1
  86233  25   7  43 1 1 1
  86234  26   7  43 1 1 1
  86235  27   7  43 1 1 1
  86236  28   7  43 1 1 1
  86237  29   7  43 1 1 1
  86238  30   7  43 1 1 1
  86239  31   7  43 1 1 1
  86240  32   7  43 1 1 1
  86241   1   8  43 1 1 1
  86242   2   8  43 1 1 1
  86243   3   8  43 1 1 1
  86244   4   8  43 1 1 1
  86245   5   8  43 1 1 1
  86246   6   8  43 1 1 1
  86247   7   8  43 1 1 1
  86248   8   8  43 1 1 1
  86249   9   8  43 1 1 1
  86250  10   8  43 1 1 1
  86251  11   8  43 1 1 1
  86252  12   8  43 1 1 1
  86253  13   8  43 1 1 1
  86254  14   8  43 1 1 1
  86255  15   8  43 1 1 1
  86256  16   8  43 1 1 1
  86257  17   8  43 1 1 1
  86258  18   8  43 1 1 1
  86259  19   8  43 1 1 1
  86260  20   8  43 1 1 1
  86261  21   8  43 1 1 1
  86262  22   8  43 1 1 1
  86263  23   8  43 1 1 1
  86264  24   8  43 1 1 1
  86265  25   8  43 1 1 1
  86266  26   8  43 1 1 1
  86267  27   8  43 1 1 1
  86268  28   8  43 1 1 1
  86269  29   8  43 1 1 1
  86270  30   8  43 1 1 1
  86271  31   8  43 1 1 1
  86272  32   8  43 1 1 1
  86273   1   9  43 1 1 1
  86274   2   9  43 1 1 1
  86275   3   9  43 1 1 1
  86276   4   9  43 1 1 1
  86277   5   9  43 1 1 1
  86278   6   9  43 1 1 1
  86279   7   9  43 1 1 1
  86280   8   9  43 1 1 1
  86281   9   9  43 1 1 1
  86282  10   9  43 1 1 1
  86283  11   9  43 1 1 1
  86284  12   9  43 1 1 1
  86285  13   9  43 1 1 1
  86286  14   9  43 1 1 1
  86287  15   9  43 1 1 1
  86288  16   9  43 1 1 1
  86289  17   9  43 1 1 1
