 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
 110079  31  48  54 1 1 1
 110080  32  48  54 1 1 1
 110081   1  49  54 1 1 1
 110082   2  49  54 1 1 1
 110083   3  49  54 1 1 1
 110084   4  49  54 1 1 1
 110085   5  49  54 1 1 1
 110086   6  49  54 1 1 1
 110087   7  49  54 1 1 1
 110088   8  49  54 1 1 1
 110089   9  49  54 1 1 1
 110090  10  49  54 1 1 1
 110091  11  49  54 1 1 1
 110092  12  49  54 1 1 1
 110093  13  49  54 1 1 1
 110094  14  49  54 1 1 1
 110095  15  49  54 1 1 1
 110096  16  49  54 1 1 1
 110097  17  49  54 1 1 1
 110098  18  49  54 1 1 1
 110099  19  49  54 1 1 1
 110100  20  49  54 1 1 1
 110101  21  49  54 1 1 1
 110102  22  49  54 1 1 1
 110103  23  49  54 1 1 1
 110104  24  49  54 1 1 1
 110105  25  49  54 1 1 1
 110106  26  49  54 1 1 1
 110107  27  49  54 1 1 1
 110108  28  49  54 1 1 1
 110109  29  49  54 1 1 1
 110110  30  49  54 1 1 1
 110111  31  49  54 1 1 1
 110112  32  49  54 1 1 1
 110113   1  50  54 1 1 1
 110114   2  50  54 1 1 1
 110115   3  50  54 1 1 1
 110116   4  50  54 1 1 1
 110117   5  50  54 1 1 1
 110118   6  50  54 1 1 1
 110119   7  50  54 1 1 1
 110120   8  50  54 1 1 1
 110121   9  50  54 1 1 1
 110122  10  50  54 1 1 1
 110123  11  50  54 1 1 1
 110124  12  50  54 1 1 1
 110125  13  50  54 1 1 1
 110126  14  50  54 1 1 1
 110127  15  50  54 1 1 1
 110128  16  50  54 1 1 1
 110129  17  50  54 1 1 1
 110130  18  50  54 1 1 1
 110131  19  50  54 1 1 1
 110132  20  50  54 1 1 1
 110133  21  50  54 1 1 1
 110134  22  50  54 1 1 1
 110135  23  50  54 1 1 1
 110136  24  50  54 1 1 1
 110137  25  50  54 1 1 1
 110138  26  50  54 1 1 1
 110139  27  50  54 1 1 1
 110140  28  50  54 1 1 1
 110141  29  50  54 1 1 1
 110142  30  50  54 1 1 1
 110143  31  50  54 1 1 1
 110144  32  50  54 1 1 1
 110145   1  51  54 1 1 1
 110146   2  51  54 1 1 1
 110147   3  51  54 1 1 1
 110148   4  51  54 1 1 1
 110149   5  51  54 1 1 1
 110150   6  51  54 1 1 1
 110151   7  51  54 1 1 1
 110152   8  51  54 1 1 1
 110153   9  51  54 1 1 1
 110154  10  51  54 1 1 1
 110155  11  51  54 1 1 1
 110156  12  51  54 1 1 1
 110157  13  51  54 1 1 1
 110158  14  51  54 1 1 1
 110159  15  51  54 1 1 1
 110160  16  51  54 1 1 1
 110161  17  51  54 1 1 1
 110162  18  51  54 1 1 1
 110163  19  51  54 1 1 1
 110164  20  51  54 1 1 1
 110165  21  51  54 1 1 1
 110166  22  51  54 1 1 1
 110167  23  51  54 1 1 1
 110168  24  51  54 1 1 1
 110169  25  51  54 1 1 1
 110170  26  51  54 1 1 1
 110171  27  51  54 1 1 1
 110172  28  51  54 1 1 1
 110173  29  51  54 1 1 1
 110174  30  51  54 1 1 1
 110175  31  51  54 1 1 1
 110176  32  51  54 1 1 1
 110177   1  52  54 1 1 1
 110178   2  52  54 1 1 1
 110179   3  52  54 1 1 1
 110180   4  52  54 1 1 1
 110181   5  52  54 1 1 1
 110182   6  52  54 1 1 1
 110183   7  52  54 1 1 1
 110184   8  52  54 1 1 1
 110185   9  52  54 1 1 1
 110186  10  52  54 1 1 1
 110187  11  52  54 1 1 1
 110188  12  52  54 1 1 1
 110189  13  52  54 1 1 1
 110190  14  52  54 1 1 1
 110191  15  52  54 1 1 1
 110192  16  52  54 1 1 1
 110193  17  52  54 1 1 1
 110194  18  52  54 1 1 1
 110195  19  52  54 1 1 1
 110196  20  52  54 1 1 1
 110197  21  52  54 1 1 1
 110198  22  52  54 1 1 1
 110199  23  52  54 1 1 1
 110200  24  52  54 1 1 1
 110201  25  52  54 1 1 1
 110202  26  52  54 1 1 1
 110203  27  52  54 1 1 1
 110204  28  52  54 1 1 1
 110205  29  52  54 1 1 1
 110206  30  52  54 1 1 1
 110207  31  52  54 1 1 1
 110208  32  52  54 1 1 1
 110209   1  53  54 1 1 1
 110210   2  53  54 1 1 1
 110211   3  53  54 1 1 1
 110212   4  53  54 1 1 1
 110213   5  53  54 1 1 1
 110214   6  53  54 1 1 1
 110215   7  53  54 1 1 1
 110216   8  53  54 1 1 1
 110217   9  53  54 1 1 1
 110218  10  53  54 1 1 1
 110219  11  53  54 1 1 1
 110220  12  53  54 1 1 1
 110221  13  53  54 1 1 1
 110222  14  53  54 1 1 1
 110223  15  53  54 1 1 1
 110224  16  53  54 1 1 1
 110225  17  53  54 1 1 1
 110226  18  53  54 1 1 1
 110227  19  53  54 1 1 1
 110228  20  53  54 1 1 1
 110229  21  53  54 1 1 1
 110230  22  53  54 1 1 1
 110231  23  53  54 1 1 1
 110232  24  53  54 1 1 1
 110233  25  53  54 1 1 1
 110234  26  53  54 1 1 1
 110235  27  53  54 1 1 1
 110236  28  53  54 1 1 1
 110237  29  53  54 1 1 1
 110238  30  53  54 1 1 1
 110239  31  53  54 1 1 1
 110240  32  53  54 1 1 1
 110241   1  54  54 1 1 1
 110242   2  54  54 1 1 1
 110243   3  54  54 1 1 1
 110244   4  54  54 1 1 1
 110245   5  54  54 1 1 1
 110246   6  54  54 1 1 1
 110247   7  54  54 1 1 1
 110248   8  54  54 1 1 1
 110249   9  54  54 1 1 1
 110250  10  54  54 1 1 1
 110251  11  54  54 1 1 1
 110252  12  54  54 1 1 1
 110253  13  54  54 1 1 1
 110254  14  54  54 1 1 1
 110255  15  54  54 1 1 1
 110256  16  54  54 1 1 1
 110257  17  54  54 1 1 1
 110258  18  54  54 1 1 1
 110259  19  54  54 1 1 1
 110260  20  54  54 1 1 1
 110261  21  54  54 1 1 1
 110262  22  54  54 1 1 1
 110263  23  54  54 1 1 1
 110264  24  54  54 1 1 1
 110265  25  54  54 1 1 1
 110266  26  54  54 1 1 1
 110267  27  54  54 1 1 1
 110268  28  54  54 1 1 1
 110269  29  54  54 1 1 1
 110270  30  54  54 1 1 1
 110271  31  54  54 1 1 1
 110272  32  54  54 1 1 1
 110273   1  55  54 1 1 1
 110274   2  55  54 1 1 1
 110275   3  55  54 1 1 1
 110276   4  55  54 1 1 1
 110277   5  55  54 1 1 1
 110278   6  55  54 1 1 1
 110279   7  55  54 1 1 1
 110280   8  55  54 1 1 1
 110281   9  55  54 1 1 1
 110282  10  55  54 1 1 1
 110283  11  55  54 1 1 1
 110284  12  55  54 1 1 1
 110285  13  55  54 1 1 1
 110286  14  55  54 1 1 1
 110287  15  55  54 1 1 1
 110288  16  55  54 1 1 1
 110289  17  55  54 1 1 1
 110290  18  55  54 1 1 1
 110291  19  55  54 1 1 1
 110292  20  55  54 1 1 1
 110293  21  55  54 1 1 1
 110294  22  55  54 1 1 1
 110295  23  55  54 1 1 1
 110296  24  55  54 1 1 1
 110297  25  55  54 1 1 1
 110298  26  55  54 1 1 1
 110299  27  55  54 1 1 1
 110300  28  55  54 1 1 1
 110301  29  55  54 1 1 1
 110302  30  55  54 1 1 1
 110303  31  55  54 1 1 1
 110304  32  55  54 1 1 1
 110305   1  56  54 1 1 1
 110306   2  56  54 1 1 1
 110307   3  56  54 1 1 1
 110308   4  56  54 1 1 1
 110309   5  56  54 1 1 1
 110310   6  56  54 1 1 1
 110311   7  56  54 1 1 1
 110312   8  56  54 1 1 1
 110313   9  56  54 1 1 1
 110314  10  56  54 1 1 1
 110315  11  56  54 1 1 1
 110316  12  56  54 1 1 1
 110317  13  56  54 1 1 1
 110318  14  56  54 1 1 1
 110319  15  56  54 1 1 1
 110320  16  56  54 1 1 1
 110321  17  56  54 1 1 1
 110322  18  56  54 1 1 1
 110323  19  56  54 1 1 1
 110324  20  56  54 1 1 1
 110325  21  56  54 1 1 1
 110326  22  56  54 1 1 1
 110327  23  56  54 1 1 1
 110328  24  56  54 1 1 1
 110329  25  56  54 1 1 1
 110330  26  56  54 1 1 1
 110331  27  56  54 1 1 1
 110332  28  56  54 1 1 1
 110333  29  56  54 1 1 1
 110334  30  56  54 1 1 1
 110335  31  56  54 1 1 1
 110336  32  56  54 1 1 1
 110337   1  57  54 1 1 1
 110338   2  57  54 1 1 1
 110339   3  57  54 1 1 1
 110340   4  57  54 1 1 1
 110341   5  57  54 1 1 1
 110342   6  57  54 1 1 1
 110343   7  57  54 1 1 1
 110344   8  57  54 1 1 1
 110345   9  57  54 1 1 1
 110346  10  57  54 1 1 1
 110347  11  57  54 1 1 1
 110348  12  57  54 1 1 1
 110349  13  57  54 1 1 1
 110350  14  57  54 1 1 1
 110351  15  57  54 1 1 1
 110352  16  57  54 1 1 1
 110353  17  57  54 1 1 1
 110354  18  57  54 1 1 1
 110355  19  57  54 1 1 1
 110356  20  57  54 1 1 1
 110357  21  57  54 1 1 1
 110358  22  57  54 1 1 1
 110359  23  57  54 1 1 1
 110360  24  57  54 1 1 1
 110361  25  57  54 1 1 1
 110362  26  57  54 1 1 1
 110363  27  57  54 1 1 1
 110364  28  57  54 1 1 1
 110365  29  57  54 1 1 1
 110366  30  57  54 1 1 1
 110367  31  57  54 1 1 1
 110368  32  57  54 1 1 1
 110369   1  58  54 1 1 1
 110370   2  58  54 1 1 1
 110371   3  58  54 1 1 1
 110372   4  58  54 1 1 1
 110373   5  58  54 1 1 1
 110374   6  58  54 1 1 1
 110375   7  58  54 1 1 1
 110376   8  58  54 1 1 1
 110377   9  58  54 1 1 1
 110378  10  58  54 1 1 1
 110379  11  58  54 1 1 1
 110380  12  58  54 1 1 1
 110381  13  58  54 1 1 1
 110382  14  58  54 1 1 1
 110383  15  58  54 1 1 1
 110384  16  58  54 1 1 1
 110385  17  58  54 1 1 1
 110386  18  58  54 1 1 1
 110387  19  58  54 1 1 1
 110388  20  58  54 1 1 1
 110389  21  58  54 1 1 1
 110390  22  58  54 1 1 1
 110391  23  58  54 1 1 1
 110392  24  58  54 1 1 1
 110393  25  58  54 1 1 1
 110394  26  58  54 1 1 1
 110395  27  58  54 1 1 1
 110396  28  58  54 1 1 1
 110397  29  58  54 1 1 1
 110398  30  58  54 1 1 1
 110399  31  58  54 1 1 1
 110400  32  58  54 1 1 1
 110401   1  59  54 1 1 1
 110402   2  59  54 1 1 1
 110403   3  59  54 1 1 1
 110404   4  59  54 1 1 1
 110405   5  59  54 1 1 1
 110406   6  59  54 1 1 1
 110407   7  59  54 1 1 1
 110408   8  59  54 1 1 1
 110409   9  59  54 1 1 1
 110410  10  59  54 1 1 1
 110411  11  59  54 1 1 1
 110412  12  59  54 1 1 1
 110413  13  59  54 1 1 1
 110414  14  59  54 1 1 1
 110415  15  59  54 1 1 1
 110416  16  59  54 1 1 1
 110417  17  59  54 1 1 1
 110418  18  59  54 1 1 1
 110419  19  59  54 1 1 1
 110420  20  59  54 1 1 1
 110421  21  59  54 1 1 1
 110422  22  59  54 1 1 1
 110423  23  59  54 1 1 1
 110424  24  59  54 1 1 1
 110425  25  59  54 1 1 1
 110426  26  59  54 1 1 1
 110427  27  59  54 1 1 1
 110428  28  59  54 1 1 1
 110429  29  59  54 1 1 1
 110430  30  59  54 1 1 1
 110431  31  59  54 1 1 1
 110432  32  59  54 1 1 1
 110433   1  60  54 1 1 1
 110434   2  60  54 1 1 1
 110435   3  60  54 1 1 1
 110436   4  60  54 1 1 1
 110437   5  60  54 1 1 1
 110438   6  60  54 1 1 1
 110439   7  60  54 1 1 1
 110440   8  60  54 1 1 1
 110441   9  60  54 1 1 1
 110442  10  60  54 1 1 1
 110443  11  60  54 1 1 1
 110444  12  60  54 1 1 1
 110445  13  60  54 1 1 1
 110446  14  60  54 1 1 1
 110447  15  60  54 1 1 1
 110448  16  60  54 1 1 1
 110449  17  60  54 1 1 1
 110450  18  60  54 1 1 1
 110451  19  60  54 1 1 1
 110452  20  60  54 1 1 1
 110453  21  60  54 1 1 1
 110454  22  60  54 1 1 1
 110455  23  60  54 1 1 1
 110456  24  60  54 1 1 1
 110457  25  60  54 1 1 1
 110458  26  60  54 1 1 1
 110459  27  60  54 1 1 1
 110460  28  60  54 1 1 1
 110461  29  60  54 1 1 1
 110462  30  60  54 1 1 1
 110463  31  60  54 1 1 1
 110464  32  60  54 1 1 1
 110465   1  61  54 1 1 1
 110466   2  61  54 1 1 1
 110467   3  61  54 1 1 1
 110468   4  61  54 1 1 1
 110469   5  61  54 1 1 1
 110470   6  61  54 1 1 1
 110471   7  61  54 1 1 1
 110472   8  61  54 1 1 1
 110473   9  61  54 1 1 1
 110474  10  61  54 1 1 1
 110475  11  61  54 1 1 1
 110476  12  61  54 1 1 1
 110477  13  61  54 1 1 1
 110478  14  61  54 1 1 1
 110479  15  61  54 1 1 1
 110480  16  61  54 1 1 1
 110481  17  61  54 1 1 1
 110482  18  61  54 1 1 1
 110483  19  61  54 1 1 1
 110484  20  61  54 1 1 1
 110485  21  61  54 1 1 1
 110486  22  61  54 1 1 1
 110487  23  61  54 1 1 1
 110488  24  61  54 1 1 1
 110489  25  61  54 1 1 1
 110490  26  61  54 1 1 1
 110491  27  61  54 1 1 1
 110492  28  61  54 1 1 1
 110493  29  61  54 1 1 1
 110494  30  61  54 1 1 1
 110495  31  61  54 1 1 1
 110496  32  61  54 1 1 1
 110497   1  62  54 1 1 1
 110498   2  62  54 1 1 1
 110499   3  62  54 1 1 1
 110500   4  62  54 1 1 1
 110501   5  62  54 1 1 1
 110502   6  62  54 1 1 1
 110503   7  62  54 1 1 1
 110504   8  62  54 1 1 1
 110505   9  62  54 1 1 1
 110506  10  62  54 1 1 1
 110507  11  62  54 1 1 1
 110508  12  62  54 1 1 1
 110509  13  62  54 1 1 1
 110510  14  62  54 1 1 1
 110511  15  62  54 1 1 1
 110512  16  62  54 1 1 1
 110513  17  62  54 1 1 1
 110514  18  62  54 1 1 1
 110515  19  62  54 1 1 1
 110516  20  62  54 1 1 1
 110517  21  62  54 1 1 1
 110518  22  62  54 1 1 1
 110519  23  62  54 1 1 1
 110520  24  62  54 1 1 1
 110521  25  62  54 1 1 1
 110522  26  62  54 1 1 1
 110523  27  62  54 1 1 1
 110524  28  62  54 1 1 1
 110525  29  62  54 1 1 1
 110526  30  62  54 1 1 1
 110527  31  62  54 1 1 1
 110528  32  62  54 1 1 1
 110529   1  63  54 1 1 1
 110530   2  63  54 1 1 1
 110531   3  63  54 1 1 1
 110532   4  63  54 1 1 1
 110533   5  63  54 1 1 1
 110534   6  63  54 1 1 1
 110535   7  63  54 1 1 1
 110536   8  63  54 1 1 1
 110537   9  63  54 1 1 1
 110538  10  63  54 1 1 1
 110539  11  63  54 1 1 1
 110540  12  63  54 1 1 1
 110541  13  63  54 1 1 1
 110542  14  63  54 1 1 1
 110543  15  63  54 1 1 1
 110544  16  63  54 1 1 1
 110545  17  63  54 1 1 1
 110546  18  63  54 1 1 1
 110547  19  63  54 1 1 1
 110548  20  63  54 1 1 1
 110549  21  63  54 1 1 1
 110550  22  63  54 1 1 1
 110551  23  63  54 1 1 1
 110552  24  63  54 1 1 1
 110553  25  63  54 1 1 1
 110554  26  63  54 1 1 1
 110555  27  63  54 1 1 1
 110556  28  63  54 1 1 1
 110557  29  63  54 1 1 1
 110558  30  63  54 1 1 1
 110559  31  63  54 1 1 1
 110560  32  63  54 1 1 1
 110561   1  64  54 1 1 1
 110562   2  64  54 1 1 1
 110563   3  64  54 1 1 1
 110564   4  64  54 1 1 1
 110565   5  64  54 1 1 1
 110566   6  64  54 1 1 1
 110567   7  64  54 1 1 1
 110568   8  64  54 1 1 1
 110569   9  64  54 1 1 1
 110570  10  64  54 1 1 1
 110571  11  64  54 1 1 1
 110572  12  64  54 1 1 1
 110573  13  64  54 1 1 1
 110574  14  64  54 1 1 1
 110575  15  64  54 1 1 1
 110576  16  64  54 1 1 1
 110577  17  64  54 1 1 1
 110578  18  64  54 1 1 1
 110579  19  64  54 1 1 1
 110580  20  64  54 1 1 1
 110581  21  64  54 1 1 1
 110582  22  64  54 1 1 1
 110583  23  64  54 1 1 1
 110584  24  64  54 1 1 1
 110585  25  64  54 1 1 1
 110586  26  64  54 1 1 1
 110587  27  64  54 1 1 1
 110588  28  64  54 1 1 1
 110589  29  64  54 1 1 1
 110590  30  64  54 1 1 1
 110591  31  64  54 1 1 1
 110592  32  64  54 1 1 1
 110593   1   1  55 1 1 1
 110594   2   1  55 1 1 1
 110595   3   1  55 1 1 1
 110596   4   1  55 1 1 1
 110597   5   1  55 1 1 1
 110598   6   1  55 1 1 1
 110599   7   1  55 1 1 1
 110600   8   1  55 1 1 1
 110601   9   1  55 1 1 1
 110602  10   1  55 1 1 1
 110603  11   1  55 1 1 1
 110604  12   1  55 1 1 1
 110605  13   1  55 1 1 1
 110606  14   1  55 1 1 1
 110607  15   1  55 1 1 1
 110608  16   1  55 1 1 1
 110609  17   1  55 1 1 1
 110610  18   1  55 1 1 1
 110611  19   1  55 1 1 1
 110612  20   1  55 1 1 1
 110613  21   1  55 1 1 1
 110614  22   1  55 1 1 1
 110615  23   1  55 1 1 1
 110616  24   1  55 1 1 1
 110617  25   1  55 1 1 1
 110618  26   1  55 1 1 1
 110619  27   1  55 1 1 1
 110620  28   1  55 1 1 1
 110621  29   1  55 1 1 1
 110622  30   1  55 1 1 1
 110623  31   1  55 1 1 1
 110624  32   1  55 1 1 1
 110625   1   2  55 1 1 1
 110626   2   2  55 1 1 1
 110627   3   2  55 1 1 1
 110628   4   2  55 1 1 1
 110629   5   2  55 1 1 1
 110630   6   2  55 1 1 1
 110631   7   2  55 1 1 1
 110632   8   2  55 1 1 1
 110633   9   2  55 1 1 1
 110634  10   2  55 1 1 1
 110635  11   2  55 1 1 1
 110636  12   2  55 1 1 1
 110637  13   2  55 1 1 1
 110638  14   2  55 1 1 1
 110639  15   2  55 1 1 1
 110640  16   2  55 1 1 1
 110641  17   2  55 1 1 1
 110642  18   2  55 1 1 1
 110643  19   2  55 1 1 1
 110644  20   2  55 1 1 1
 110645  21   2  55 1 1 1
 110646  22   2  55 1 1 1
 110647  23   2  55 1 1 1
 110648  24   2  55 1 1 1
 110649  25   2  55 1 1 1
 110650  26   2  55 1 1 1
 110651  27   2  55 1 1 1
 110652  28   2  55 1 1 1
 110653  29   2  55 1 1 1
 110654  30   2  55 1 1 1
 110655  31   2  55 1 1 1
 110656  32   2  55 1 1 1
 110657   1   3  55 1 1 1
 110658   2   3  55 1 1 1
 110659   3   3  55 1 1 1
 110660   4   3  55 1 1 1
 110661   5   3  55 1 1 1
 110662   6   3  55 1 1 1
 110663   7   3  55 1 1 1
 110664   8   3  55 1 1 1
 110665   9   3  55 1 1 1
 110666  10   3  55 1 1 1
 110667  11   3  55 1 1 1
 110668  12   3  55 1 1 1
 110669  13   3  55 1 1 1
 110670  14   3  55 1 1 1
 110671  15   3  55 1 1 1
 110672  16   3  55 1 1 1
 110673  17   3  55 1 1 1
 110674  18   3  55 1 1 1
 110675  19   3  55 1 1 1
 110676  20   3  55 1 1 1
 110677  21   3  55 1 1 1
 110678  22   3  55 1 1 1
 110679  23   3  55 1 1 1
 110680  24   3  55 1 1 1
 110681  25   3  55 1 1 1
 110682  26   3  55 1 1 1
 110683  27   3  55 1 1 1
 110684  28   3  55 1 1 1
 110685  29   3  55 1 1 1
 110686  30   3  55 1 1 1
 110687  31   3  55 1 1 1
 110688  32   3  55 1 1 1
 110689   1   4  55 1 1 1
 110690   2   4  55 1 1 1
 110691   3   4  55 1 1 1
 110692   4   4  55 1 1 1
 110693   5   4  55 1 1 1
 110694   6   4  55 1 1 1
 110695   7   4  55 1 1 1
 110696   8   4  55 1 1 1
 110697   9   4  55 1 1 1
 110698  10   4  55 1 1 1
 110699  11   4  55 1 1 1
 110700  12   4  55 1 1 1
 110701  13   4  55 1 1 1
 110702  14   4  55 1 1 1
 110703  15   4  55 1 1 1
 110704  16   4  55 1 1 1
 110705  17   4  55 1 1 1
 110706  18   4  55 1 1 1
 110707  19   4  55 1 1 1
 110708  20   4  55 1 1 1
 110709  21   4  55 1 1 1
 110710  22   4  55 1 1 1
 110711  23   4  55 1 1 1
 110712  24   4  55 1 1 1
 110713  25   4  55 1 1 1
 110714  26   4  55 1 1 1
 110715  27   4  55 1 1 1
 110716  28   4  55 1 1 1
 110717  29   4  55 1 1 1
 110718  30   4  55 1 1 1
 110719  31   4  55 1 1 1
 110720  32   4  55 1 1 1
 110721   1   5  55 1 1 1
 110722   2   5  55 1 1 1
 110723   3   5  55 1 1 1
 110724   4   5  55 1 1 1
 110725   5   5  55 1 1 1
 110726   6   5  55 1 1 1
 110727   7   5  55 1 1 1
 110728   8   5  55 1 1 1
 110729   9   5  55 1 1 1
 110730  10   5  55 1 1 1
 110731  11   5  55 1 1 1
 110732  12   5  55 1 1 1
 110733  13   5  55 1 1 1
 110734  14   5  55 1 1 1
 110735  15   5  55 1 1 1
 110736  16   5  55 1 1 1
 110737  17   5  55 1 1 1
 110738  18   5  55 1 1 1
 110739  19   5  55 1 1 1
 110740  20   5  55 1 1 1
 110741  21   5  55 1 1 1
 110742  22   5  55 1 1 1
 110743  23   5  55 1 1 1
 110744  24   5  55 1 1 1
 110745  25   5  55 1 1 1
 110746  26   5  55 1 1 1
 110747  27   5  55 1 1 1
 110748  28   5  55 1 1 1
 110749  29   5  55 1 1 1
 110750  30   5  55 1 1 1
 110751  31   5  55 1 1 1
 110752  32   5  55 1 1 1
 110753   1   6  55 1 1 1
 110754   2   6  55 1 1 1
 110755   3   6  55 1 1 1
 110756   4   6  55 1 1 1
 110757   5   6  55 1 1 1
 110758   6   6  55 1 1 1
 110759   7   6  55 1 1 1
 110760   8   6  55 1 1 1
 110761   9   6  55 1 1 1
 110762  10   6  55 1 1 1
 110763  11   6  55 1 1 1
 110764  12   6  55 1 1 1
 110765  13   6  55 1 1 1
 110766  14   6  55 1 1 1
 110767  15   6  55 1 1 1
 110768  16   6  55 1 1 1
 110769  17   6  55 1 1 1
 110770  18   6  55 1 1 1
 110771  19   6  55 1 1 1
 110772  20   6  55 1 1 1
 110773  21   6  55 1 1 1
 110774  22   6  55 1 1 1
 110775  23   6  55 1 1 1
 110776  24   6  55 1 1 1
 110777  25   6  55 1 1 1
 110778  26   6  55 1 1 1
 110779  27   6  55 1 1 1
 110780  28   6  55 1 1 1
 110781  29   6  55 1 1 1
 110782  30   6  55 1 1 1
 110783  31   6  55 1 1 1
 110784  32   6  55 1 1 1
 110785   1   7  55 1 1 1
 110786   2   7  55 1 1 1
 110787   3   7  55 1 1 1
 110788   4   7  55 1 1 1
 110789   5   7  55 1 1 1
 110790   6   7  55 1 1 1
 110791   7   7  55 1 1 1
 110792   8   7  55 1 1 1
 110793   9   7  55 1 1 1
 110794  10   7  55 1 1 1
 110795  11   7  55 1 1 1
 110796  12   7  55 1 1 1
 110797  13   7  55 1 1 1
 110798  14   7  55 1 1 1
 110799  15   7  55 1 1 1
 110800  16   7  55 1 1 1
 110801  17   7  55 1 1 1
 110802  18   7  55 1 1 1
 110803  19   7  55 1 1 1
 110804  20   7  55 1 1 1
 110805  21   7  55 1 1 1
 110806  22   7  55 1 1 1
 110807  23   7  55 1 1 1
 110808  24   7  55 1 1 1
 110809  25   7  55 1 1 1
 110810  26   7  55 1 1 1
 110811  27   7  55 1 1 1
 110812  28   7  55 1 1 1
 110813  29   7  55 1 1 1
 110814  30   7  55 1 1 1
 110815  31   7  55 1 1 1
 110816  32   7  55 1 1 1
 110817   1   8  55 1 1 1
 110818   2   8  55 1 1 1
 110819   3   8  55 1 1 1
 110820   4   8  55 1 1 1
 110821   5   8  55 1 1 1
 110822   6   8  55 1 1 1
 110823   7   8  55 1 1 1
 110824   8   8  55 1 1 1
 110825   9   8  55 1 1 1
 110826  10   8  55 1 1 1
 110827  11   8  55 1 1 1
 110828  12   8  55 1 1 1
 110829  13   8  55 1 1 1
 110830  14   8  55 1 1 1
 110831  15   8  55 1 1 1
 110832  16   8  55 1 1 1
 110833  17   8  55 1 1 1
 110834  18   8  55 1 1 1
 110835  19   8  55 1 1 1
 110836  20   8  55 1 1 1
 110837  21   8  55 1 1 1
 110838  22   8  55 1 1 1
 110839  23   8  55 1 1 1
 110840  24   8  55 1 1 1
 110841  25   8  55 1 1 1
 110842  26   8  55 1 1 1
 110843  27   8  55 1 1 1
 110844  28   8  55 1 1 1
 110845  29   8  55 1 1 1
 110846  30   8  55 1 1 1
 110847  31   8  55 1 1 1
 110848  32   8  55 1 1 1
 110849   1   9  55 1 1 1
 110850   2   9  55 1 1 1
 110851   3   9  55 1 1 1
 110852   4   9  55 1 1 1
 110853   5   9  55 1 1 1
 110854   6   9  55 1 1 1
 110855   7   9  55 1 1 1
 110856   8   9  55 1 1 1
 110857   9   9  55 1 1 1
 110858  10   9  55 1 1 1
 110859  11   9  55 1 1 1
 110860  12   9  55 1 1 1
 110861  13   9  55 1 1 1
 110862  14   9  55 1 1 1
 110863  15   9  55 1 1 1
 110864  16   9  55 1 1 1
 110865  17   9  55 1 1 1
 110866  18   9  55 1 1 1
 110867  19   9  55 1 1 1
 110868  20   9  55 1 1 1
 110869  21   9  55 1 1 1
 110870  22   9  55 1 1 1
 110871  23   9  55 1 1 1
 110872  24   9  55 1 1 1
 110873  25   9  55 1 1 1
 110874  26   9  55 1 1 1
 110875  27   9  55 1 1 1
 110876  28   9  55 1 1 1
 110877  29   9  55 1 1 1
 110878  30   9  55 1 1 1
 110879  31   9  55 1 1 1
 110880  32   9  55 1 1 1
 110881   1  10  55 1 1 1
 110882   2  10  55 1 1 1
 110883   3  10  55 1 1 1
 110884   4  10  55 1 1 1
 110885   5  10  55 1 1 1
 110886   6  10  55 1 1 1
 110887   7  10  55 1 1 1
 110888   8  10  55 1 1 1
 110889   9  10  55 1 1 1
 110890  10  10  55 1 1 1
 110891  11  10  55 1 1 1
 110892  12  10  55 1 1 1
 110893  13  10  55 1 1 1
 110894  14  10  55 1 1 1
 110895  15  10  55 1 1 1
 110896  16  10  55 1 1 1
 110897  17  10  55 1 1 1
 110898  18  10  55 1 1 1
 110899  19  10  55 1 1 1
 110900  20  10  55 1 1 1
 110901  21  10  55 1 1 1
 110902  22  10  55 1 1 1
 110903  23  10  55 1 1 1
 110904  24  10  55 1 1 1
 110905  25  10  55 1 1 1
 110906  26  10  55 1 1 1
 110907  27  10  55 1 1 1
 110908  28  10  55 1 1 1
 110909  29  10  55 1 1 1
 110910  30  10  55 1 1 1
 110911  31  10  55 1 1 1
 110912  32  10  55 1 1 1
 110913   1  11  55 1 1 1
 110914   2  11  55 1 1 1
 110915   3  11  55 1 1 1
 110916   4  11  55 1 1 1
 110917   5  11  55 1 1 1
 110918   6  11  55 1 1 1
 110919   7  11  55 1 1 1
 110920   8  11  55 1 1 1
 110921   9  11  55 1 1 1
 110922  10  11  55 1 1 1
 110923  11  11  55 1 1 1
 110924  12  11  55 1 1 1
 110925  13  11  55 1 1 1
 110926  14  11  55 1 1 1
 110927  15  11  55 1 1 1
 110928  16  11  55 1 1 1
 110929  17  11  55 1 1 1
 110930  18  11  55 1 1 1
 110931  19  11  55 1 1 1
 110932  20  11  55 1 1 1
 110933  21  11  55 1 1 1
 110934  22  11  55 1 1 1
 110935  23  11  55 1 1 1
 110936  24  11  55 1 1 1
 110937  25  11  55 1 1 1
 110938  26  11  55 1 1 1
