 >TARCYL  cylindrical target: Length=  1.0000 Diameter= 64.4900
      3260 = NAT
  0.000000  1.000000  0.000000 = A_1 vector
  0.000000  0.000000  1.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000   0.00000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1584 -14   0   0 1 1 1
   1585 -13   0   0 1 1 1
   1586 -12   0   0 1 1 1
   1587 -11   0   0 1 1 1
   1588 -10   0   0 1 1 1
   1589  -9   0   0 1 1 1
   1590  -8   0   0 1 1 1
   1591  -7   0   0 1 1 1
   1592  -6   0   0 1 1 1
   1593  -5   0   0 1 1 1
   1594  -4   0   0 1 1 1
   1595  -3   0   0 1 1 1
   1596  -2   0   0 1 1 1
   1597  -1   0   0 1 1 1
   1598   0   0   0 1 1 1
   1599   1   0   0 1 1 1
   1600   2   0   0 1 1 1
   1601   3   0   0 1 1 1
   1602   4   0   0 1 1 1
   1603   5   0   0 1 1 1
   1604   6   0   0 1 1 1
   1605   7   0   0 1 1 1
   1606   8   0   0 1 1 1
   1607   9   0   0 1 1 1
   1608  10   0   0 1 1 1
   1609  11   0   0 1 1 1
   1610  12   0   0 1 1 1
   1611  13   0   0 1 1 1
   1612  14   0   0 1 1 1
   1613  15   0   0 1 1 1
   1614  16   0   0 1 1 1
   1615  17   0   0 1 1 1
   1616  18   0   0 1 1 1
   1617  19   0   0 1 1 1
   1618  20   0   0 1 1 1
   1619  21   0   0 1 1 1
   1620  22   0   0 1 1 1
   1621  23   0   0 1 1 1
   1622  24   0   0 1 1 1
   1623  25   0   0 1 1 1
   1624  26   0   0 1 1 1
   1625  27   0   0 1 1 1
   1626  28   0   0 1 1 1
   1627  29   0   0 1 1 1
   1628  30   0   0 1 1 1
   1629  31   0   0 1 1 1
   1630  32   0   0 1 1 1
   1631 -31   0   1 1 1 1
   1632 -30   0   1 1 1 1
   1633 -29   0   1 1 1 1
   1634 -28   0   1 1 1 1
   1635 -27   0   1 1 1 1
   1636 -26   0   1 1 1 1
   1637 -25   0   1 1 1 1
   1638 -24   0   1 1 1 1
   1639 -23   0   1 1 1 1
   1640 -22   0   1 1 1 1
   1641 -21   0   1 1 1 1
   1642 -20   0   1 1 1 1
   1643 -19   0   1 1 1 1
   1644 -18   0   1 1 1 1
   1645 -17   0   1 1 1 1
   1646 -16   0   1 1 1 1
   1647 -15   0   1 1 1 1
   1648 -14   0   1 1 1 1
   1649 -13   0   1 1 1 1
   1650 -12   0   1 1 1 1
   1651 -11   0   1 1 1 1
   1652 -10   0   1 1 1 1
   1653  -9   0   1 1 1 1
   1654  -8   0   1 1 1 1
   1655  -7   0   1 1 1 1
   1656  -6   0   1 1 1 1
   1657  -5   0   1 1 1 1
   1658  -4   0   1 1 1 1
   1659  -3   0   1 1 1 1
   1660  -2   0   1 1 1 1
   1661  -1   0   1 1 1 1
   1662   0   0   1 1 1 1
   1663   1   0   1 1 1 1
   1664   2   0   1 1 1 1
   1665   3   0   1 1 1 1
   1666   4   0   1 1 1 1
   1667   5   0   1 1 1 1
   1668   6   0   1 1 1 1
   1669   7   0   1 1 1 1
   1670   8   0   1 1 1 1
   1671   9   0   1 1 1 1
   1672  10   0   1 1 1 1
   1673  11   0   1 1 1 1
   1674  12   0   1 1 1 1
   1675  13   0   1 1 1 1
   1676  14   0   1 1 1 1
   1677  15   0   1 1 1 1
   1678  16   0   1 1 1 1
   1679  17   0   1 1 1 1
   1680  18   0   1 1 1 1
   1681  19   0   1 1 1 1
   1682  20   0   1 1 1 1
   1683  21   0   1 1 1 1
   1684  22   0   1 1 1 1
   1685  23   0   1 1 1 1
   1686  24   0   1 1 1 1
   1687  25   0   1 1 1 1
   1688  26   0   1 1 1 1
   1689  27   0   1 1 1 1
   1690  28   0   1 1 1 1
   1691  29   0   1 1 1 1
   1692  30   0   1 1 1 1
   1693  31   0   1 1 1 1
   1694  32   0   1 1 1 1
   1695 -31   0   2 1 1 1
   1696 -30   0   2 1 1 1
   1697 -29   0   2 1 1 1
   1698 -28   0   2 1 1 1
   1699 -27   0   2 1 1 1
   1700 -26   0   2 1 1 1
   1701 -25   0   2 1 1 1
   1702 -24   0   2 1 1 1
   1703 -23   0   2 1 1 1
   1704 -22   0   2 1 1 1
   1705 -21   0   2 1 1 1
   1706 -20   0   2 1 1 1
   1707 -19   0   2 1 1 1
   1708 -18   0   2 1 1 1
   1709 -17   0   2 1 1 1
   1710 -16   0   2 1 1 1
   1711 -15   0   2 1 1 1
   1712 -14   0   2 1 1 1
   1713 -13   0   2 1 1 1
   1714 -12   0   2 1 1 1
   1715 -11   0   2 1 1 1
   1716 -10   0   2 1 1 1
   1717  -9   0   2 1 1 1
   1718  -8   0   2 1 1 1
   1719  -7   0   2 1 1 1
   1720  -6   0   2 1 1 1
   1721  -5   0   2 1 1 1
   1722  -4   0   2 1 1 1
   1723  -3   0   2 1 1 1
   1724  -2   0   2 1 1 1
   1725  -1   0   2 1 1 1
   1726   0   0   2 1 1 1
   1727   1   0   2 1 1 1
   1728   2   0   2 1 1 1
   1729   3   0   2 1 1 1
   1730   4   0   2 1 1 1
   1731   5   0   2 1 1 1
   1732   6   0   2 1 1 1
   1733   7   0   2 1 1 1
   1734   8   0   2 1 1 1
   1735   9   0   2 1 1 1
   1736  10   0   2 1 1 1
   1737  11   0   2 1 1 1
   1738  12   0   2 1 1 1
   1739  13   0   2 1 1 1
   1740  14   0   2 1 1 1
   1741  15   0   2 1 1 1
   1742  16   0   2 1 1 1
   1743  17   0   2 1 1 1
   1744  18   0   2 1 1 1
   1745  19   0   2 1 1 1
   1746  20   0   2 1 1 1
   1747  21   0   2 1 1 1
   1748  22   0   2 1 1 1
   1749  23   0   2 1 1 1
   1750  24   0   2 1 1 1
   1751  25   0   2 1 1 1
   1752  26   0   2 1 1 1
   1753  27   0   2 1 1 1
   1754  28   0   2 1 1 1
   1755  29   0   2 1 1 1
   1756  30   0   2 1 1 1
   1757  31   0   2 1 1 1
   1758  32   0   2 1 1 1
   1759 -31   0   3 1 1 1
   1760 -30   0   3 1 1 1
   1761 -29   0   3 1 1 1
   1762 -28   0   3 1 1 1
   1763 -27   0   3 1 1 1
   1764 -26   0   3 1 1 1
   1765 -25   0   3 1 1 1
   1766 -24   0   3 1 1 1
   1767 -23   0   3 1 1 1
   1768 -22   0   3 1 1 1
   1769 -21   0   3 1 1 1
   1770 -20   0   3 1 1 1
   1771 -19   0   3 1 1 1
   1772 -18   0   3 1 1 1
   1773 -17   0   3 1 1 1
   1774 -16   0   3 1 1 1
   1775 -15   0   3 1 1 1
   1776 -14   0   3 1 1 1
   1777 -13   0   3 1 1 1
   1778 -12   0   3 1 1 1
   1779 -11   0   3 1 1 1
   1780 -10   0   3 1 1 1
   1781  -9   0   3 1 1 1
   1782  -8   0   3 1 1 1
   1783  -7   0   3 1 1 1
   1784  -6   0   3 1 1 1
   1785  -5   0   3 1 1 1
   1786  -4   0   3 1 1 1
   1787  -3   0   3 1 1 1
   1788  -2   0   3 1 1 1
   1789  -1   0   3 1 1 1
   1790   0   0   3 1 1 1
   1791   1   0   3 1 1 1
   1792   2   0   3 1 1 1
   1793   3   0   3 1 1 1
   1794   4   0   3 1 1 1
   1795   5   0   3 1 1 1
   1796   6   0   3 1 1 1
   1797   7   0   3 1 1 1
   1798   8   0   3 1 1 1
   1799   9   0   3 1 1 1
   1800  10   0   3 1 1 1
   1801  11   0   3 1 1 1
   1802  12   0   3 1 1 1
   1803  13   0   3 1 1 1
   1804  14   0   3 1 1 1
   1805  15   0   3 1 1 1
   1806  16   0   3 1 1 1
   1807  17   0   3 1 1 1
   1808  18   0   3 1 1 1
   1809  19   0   3 1 1 1
   1810  20   0   3 1 1 1
   1811  21   0   3 1 1 1
   1812  22   0   3 1 1 1
   1813  23   0   3 1 1 1
   1814  24   0   3 1 1 1
   1815  25   0   3 1 1 1
   1816  26   0   3 1 1 1
   1817  27   0   3 1 1 1
   1818  28   0   3 1 1 1
   1819  29   0   3 1 1 1
   1820  30   0   3 1 1 1
   1821  31   0   3 1 1 1
   1822  32   0   3 1 1 1
   1823 -31   0   4 1 1 1
   1824 -30   0   4 1 1 1
   1825 -29   0   4 1 1 1
   1826 -28   0   4 1 1 1
   1827 -27   0   4 1 1 1
   1828 -26   0   4 1 1 1
   1829 -25   0   4 1 1 1
   1830 -24   0   4 1 1 1
   1831 -23   0   4 1 1 1
   1832 -22   0   4 1 1 1
   1833 -21   0   4 1 1 1
   1834 -20   0   4 1 1 1
   1835 -19   0   4 1 1 1
   1836 -18   0   4 1 1 1
   1837 -17   0   4 1 1 1
   1838 -16   0   4 1 1 1
   1839 -15   0   4 1 1 1
   1840 -14   0   4 1 1 1
   1841 -13   0   4 1 1 1
   1842 -12   0   4 1 1 1
   1843 -11   0   4 1 1 1
   1844 -10   0   4 1 1 1
   1845  -9   0   4 1 1 1
   1846  -8   0   4 1 1 1
   1847  -7   0   4 1 1 1
   1848  -6   0   4 1 1 1
   1849  -5   0   4 1 1 1
   1850  -4   0   4 1 1 1
   1851  -3   0   4 1 1 1
   1852  -2   0   4 1 1 1
   1853  -1   0   4 1 1 1
   1854   0   0   4 1 1 1
   1855   1   0   4 1 1 1
   1856   2   0   4 1 1 1
   1857   3   0   4 1 1 1
   1858   4   0   4 1 1 1
   1859   5   0   4 1 1 1
   1860   6   0   4 1 1 1
   1861   7   0   4 1 1 1
   1862   8   0   4 1 1 1
   1863   9   0   4 1 1 1
   1864  10   0   4 1 1 1
   1865  11   0   4 1 1 1
   1866  12   0   4 1 1 1
   1867  13   0   4 1 1 1
   1868  14   0   4 1 1 1
   1869  15   0   4 1 1 1
   1870  16   0   4 1 1 1
   1871  17   0   4 1 1 1
   1872  18   0   4 1 1 1
   1873  19   0   4 1 1 1
   1874  20   0   4 1 1 1
   1875  21   0   4 1 1 1
   1876  22   0   4 1 1 1
   1877  23   0   4 1 1 1
   1878  24   0   4 1 1 1
   1879  25   0   4 1 1 1
   1880  26   0   4 1 1 1
   1881  27   0   4 1 1 1
   1882  28   0   4 1 1 1
   1883  29   0   4 1 1 1
   1884  30   0   4 1 1 1
   1885  31   0   4 1 1 1
   1886  32   0   4 1 1 1
   1887 -31   0   5 1 1 1
   1888 -30   0   5 1 1 1
   1889 -29   0   5 1 1 1
   1890 -28   0   5 1 1 1
   1891 -27   0   5 1 1 1
   1892 -26   0   5 1 1 1
   1893 -25   0   5 1 1 1
   1894 -24   0   5 1 1 1
   1895 -23   0   5 1 1 1
   1896 -22   0   5 1 1 1
   1897 -21   0   5 1 1 1
   1898 -20   0   5 1 1 1
   1899 -19   0   5 1 1 1
   1900 -18   0   5 1 1 1
   1901 -17   0   5 1 1 1
   1902 -16   0   5 1 1 1
   1903 -15   0   5 1 1 1
   1904 -14   0   5 1 1 1
   1905 -13   0   5 1 1 1
   1906 -12   0   5 1 1 1
   1907 -11   0   5 1 1 1
   1908 -10   0   5 1 1 1
   1909  -9   0   5 1 1 1
   1910  -8   0   5 1 1 1
   1911  -7   0   5 1 1 1
   1912  -6   0   5 1 1 1
   1913  -5   0   5 1 1 1
   1914  -4   0   5 1 1 1
   1915  -3   0   5 1 1 1
   1916  -2   0   5 1 1 1
   1917  -1   0   5 1 1 1
   1918   0   0   5 1 1 1
   1919   1   0   5 1 1 1
   1920   2   0   5 1 1 1
   1921   3   0   5 1 1 1
   1922   4   0   5 1 1 1
   1923   5   0   5 1 1 1
   1924   6   0   5 1 1 1
   1925   7   0   5 1 1 1
   1926   8   0   5 1 1 1
   1927   9   0   5 1 1 1
   1928  10   0   5 1 1 1
   1929  11   0   5 1 1 1
   1930  12   0   5 1 1 1
   1931  13   0   5 1 1 1
   1932  14   0   5 1 1 1
   1933  15   0   5 1 1 1
   1934  16   0   5 1 1 1
   1935  17   0   5 1 1 1
   1936  18   0   5 1 1 1
   1937  19   0   5 1 1 1
   1938  20   0   5 1 1 1
   1939  21   0   5 1 1 1
   1940  22   0   5 1 1 1
   1941  23   0   5 1 1 1
   1942  24   0   5 1 1 1
   1943  25   0   5 1 1 1
   1944  26   0   5 1 1 1
   1945  27   0   5 1 1 1
   1946  28   0   5 1 1 1
   1947  29   0   5 1 1 1
   1948  30   0   5 1 1 1
   1949  31   0   5 1 1 1
   1950  32   0   5 1 1 1
   1951 -31   0   6 1 1 1
   1952 -30   0   6 1 1 1
   1953 -29   0   6 1 1 1
   1954 -28   0   6 1 1 1
   1955 -27   0   6 1 1 1
   1956 -26   0   6 1 1 1
   1957 -25   0   6 1 1 1
   1958 -24   0   6 1 1 1
   1959 -23   0   6 1 1 1
   1960 -22   0   6 1 1 1
   1961 -21   0   6 1 1 1
   1962 -20   0   6 1 1 1
   1963 -19   0   6 1 1 1
   1964 -18   0   6 1 1 1
   1965 -17   0   6 1 1 1
   1966 -16   0   6 1 1 1
   1967 -15   0   6 1 1 1
   1968 -14   0   6 1 1 1
   1969 -13   0   6 1 1 1
   1970 -12   0   6 1 1 1
   1971 -11   0   6 1 1 1
   1972 -10   0   6 1 1 1
   1973  -9   0   6 1 1 1
   1974  -8   0   6 1 1 1
   1975  -7   0   6 1 1 1
   1976  -6   0   6 1 1 1
   1977  -5   0   6 1 1 1
   1978  -4   0   6 1 1 1
   1979  -3   0   6 1 1 1
   1980  -2   0   6 1 1 1
   1981  -1   0   6 1 1 1
   1982   0   0   6 1 1 1
   1983   1   0   6 1 1 1
   1984   2   0   6 1 1 1
   1985   3   0   6 1 1 1
   1986   4   0   6 1 1 1
   1987   5   0   6 1 1 1
   1988   6   0   6 1 1 1
   1989   7   0   6 1 1 1
   1990   8   0   6 1 1 1
   1991   9   0   6 1 1 1
   1992  10   0   6 1 1 1
   1993  11   0   6 1 1 1
   1994  12   0   6 1 1 1
   1995  13   0   6 1 1 1
   1996  14   0   6 1 1 1
   1997  15   0   6 1 1 1
   1998  16   0   6 1 1 1
   1999  17   0   6 1 1 1
   2000  18   0   6 1 1 1
   2001  19   0   6 1 1 1
   2002  20   0   6 1 1 1
   2003  21   0   6 1 1 1
   2004  22   0   6 1 1 1
   2005  23   0   6 1 1 1
   2006  24   0   6 1 1 1
   2007  25   0   6 1 1 1
   2008  26   0   6 1 1 1
   2009  27   0   6 1 1 1
   2010  28   0   6 1 1 1
   2011  29   0   6 1 1 1
   2012  30   0   6 1 1 1
   2013  31   0   6 1 1 1
   2014  32   0   6 1 1 1
   2015 -31   0   7 1 1 1
   2016 -30   0   7 1 1 1
   2017 -29   0   7 1 1 1
   2018 -28   0   7 1 1 1
   2019 -27   0   7 1 1 1
   2020 -26   0   7 1 1 1
   2021 -25   0   7 1 1 1
   2022 -24   0   7 1 1 1
   2023 -23   0   7 1 1 1
   2024 -22   0   7 1 1 1
   2025 -21   0   7 1 1 1
   2026 -20   0   7 1 1 1
   2027 -19   0   7 1 1 1
   2028 -18   0   7 1 1 1
   2029 -17   0   7 1 1 1
   2030 -16   0   7 1 1 1
   2031 -15   0   7 1 1 1
   2032 -14   0   7 1 1 1
   2033 -13   0   7 1 1 1
   2034 -12   0   7 1 1 1
   2035 -11   0   7 1 1 1
   2036 -10   0   7 1 1 1
   2037  -9   0   7 1 1 1
   2038  -8   0   7 1 1 1
   2039  -7   0   7 1 1 1
   2040  -6   0   7 1 1 1
   2041  -5   0   7 1 1 1
   2042  -4   0   7 1 1 1
   2043  -3   0   7 1 1 1
   2044  -2   0   7 1 1 1
   2045  -1   0   7 1 1 1
   2046   0   0   7 1 1 1
   2047   1   0   7 1 1 1
   2048   2   0   7 1 1 1
   2049   3   0   7 1 1 1
   2050   4   0   7 1 1 1
   2051   5   0   7 1 1 1
   2052   6   0   7 1 1 1
   2053   7   0   7 1 1 1
   2054   8   0   7 1 1 1
   2055   9   0   7 1 1 1
   2056  10   0   7 1 1 1
   2057  11   0   7 1 1 1
   2058  12   0   7 1 1 1
   2059  13   0   7 1 1 1
   2060  14   0   7 1 1 1
   2061  15   0   7 1 1 1
   2062  16   0   7 1 1 1
   2063  17   0   7 1 1 1
   2064  18   0   7 1 1 1
   2065  19   0   7 1 1 1
   2066  20   0   7 1 1 1
   2067  21   0   7 1 1 1
   2068  22   0   7 1 1 1
   2069  23   0   7 1 1 1
   2070  24   0   7 1 1 1
   2071  25   0   7 1 1 1
   2072  26   0   7 1 1 1
   2073  27   0   7 1 1 1
   2074  28   0   7 1 1 1
   2075  29   0   7 1 1 1
   2076  30   0   7 1 1 1
   2077  31   0   7 1 1 1
   2078  32   0   7 1 1 1
   2079 -30   0   8 1 1 1
   2080 -29   0   8 1 1 1
   2081 -28   0   8 1 1 1
   2082 -27   0   8 1 1 1
   2083 -26   0   8 1 1 1
   2084 -25   0   8 1 1 1
   2085 -24   0   8 1 1 1
   2086 -23   0   8 1 1 1
   2087 -22   0   8 1 1 1
   2088 -21   0   8 1 1 1
   2089 -20   0   8 1 1 1
   2090 -19   0   8 1 1 1
   2091 -18   0   8 1 1 1
   2092 -17   0   8 1 1 1
   2093 -16   0   8 1 1 1
   2094 -15   0   8 1 1 1
   2095 -14   0   8 1 1 1
   2096 -13   0   8 1 1 1
   2097 -12   0   8 1 1 1
   2098 -11   0   8 1 1 1
   2099 -10   0   8 1 1 1
   2100  -9   0   8 1 1 1
   2101  -8   0   8 1 1 1
   2102  -7   0   8 1 1 1
   2103  -6   0   8 1 1 1
   2104  -5   0   8 1 1 1
   2105  -4   0   8 1 1 1
   2106  -3   0   8 1 1 1
   2107  -2   0   8 1 1 1
   2108  -1   0   8 1 1 1
   2109   0   0   8 1 1 1
   2110   1   0   8 1 1 1
   2111   2   0   8 1 1 1
   2112   3   0   8 1 1 1
   2113   4   0   8 1 1 1
   2114   5   0   8 1 1 1
   2115   6   0   8 1 1 1
   2116   7   0   8 1 1 1
   2117   8   0   8 1 1 1
   2118   9   0   8 1 1 1
   2119  10   0   8 1 1 1
   2120  11   0   8 1 1 1
   2121  12   0   8 1 1 1
   2122  13   0   8 1 1 1
   2123  14   0   8 1 1 1
   2124  15   0   8 1 1 1
   2125  16   0   8 1 1 1
   2126  17   0   8 1 1 1
   2127  18   0   8 1 1 1
   2128  19   0   8 1 1 1
   2129  20   0   8 1 1 1
   2130  21   0   8 1 1 1
   2131  22   0   8 1 1 1
   2132  23   0   8 1 1 1
   2133  24   0   8 1 1 1
   2134  25   0   8 1 1 1
   2135  26   0   8 1 1 1
   2136  27   0   8 1 1 1
   2137  28   0   8 1 1 1
   2138  29   0   8 1 1 1
   2139  30   0   8 1 1 1
   2140  31   0   8 1 1 1
   2141 -30   0   9 1 1 1
   2142 -29   0   9 1 1 1
   2143 -28   0   9 1 1 1
   2144 -27   0   9 1 1 1
   2145 -26   0   9 1 1 1
   2146 -25   0   9 1 1 1
   2147 -24   0   9 1 1 1
   2148 -23   0   9 1 1 1
   2149 -22   0   9 1 1 1
   2150 -21   0   9 1 1 1
   2151 -20   0   9 1 1 1
   2152 -19   0   9 1 1 1
   2153 -18   0   9 1 1 1
   2154 -17   0   9 1 1 1
   2155 -16   0   9 1 1 1
   2156 -15   0   9 1 1 1
   2157 -14   0   9 1 1 1
   2158 -13   0   9 1 1 1
   2159 -12   0   9 1 1 1
   2160 -11   0   9 1 1 1
   2161 -10   0   9 1 1 1
   2162  -9   0   9 1 1 1
   2163  -8   0   9 1 1 1
   2164  -7   0   9 1 1 1
   2165  -6   0   9 1 1 1
   2166  -5   0   9 1 1 1
   2167  -4   0   9 1 1 1
   2168  -3   0   9 1 1 1
   2169  -2   0   9 1 1 1
   2170  -1   0   9 1 1 1
   2171   0   0   9 1 1 1
   2172   1   0   9 1 1 1
   2173   2   0   9 1 1 1
   2174   3   0   9 1 1 1
   2175   4   0   9 1 1 1
   2176   5   0   9 1 1 1
   2177   6   0   9 1 1 1
   2178   7   0   9 1 1 1
   2179   8   0   9 1 1 1
   2180   9   0   9 1 1 1
   2181  10   0   9 1 1 1
   2182  11   0   9 1 1 1
   2183  12   0   9 1 1 1
   2184  13   0   9 1 1 1
   2185  14   0   9 1 1 1
   2186  15   0   9 1 1 1
   2187  16   0   9 1 1 1
   2188  17   0   9 1 1 1
   2189  18   0   9 1 1 1
   2190  19   0   9 1 1 1
   2191  20   0   9 1 1 1
   2192  21   0   9 1 1 1
   2193  22   0   9 1 1 1
   2194  23   0   9 1 1 1
   2195  24   0   9 1 1 1
   2196  25   0   9 1 1 1
   2197  26   0   9 1 1 1
   2198  27   0   9 1 1 1
   2199  28   0   9 1 1 1
   2200  29   0   9 1 1 1
   2201  30   0   9 1 1 1
   2202  31   0   9 1 1 1
   2203 -30   0  10 1 1 1
   2204 -29   0  10 1 1 1
   2205 -28   0  10 1 1 1
   2206 -27   0  10 1 1 1
   2207 -26   0  10 1 1 1
   2208 -25   0  10 1 1 1
   2209 -24   0  10 1 1 1
   2210 -23   0  10 1 1 1
   2211 -22   0  10 1 1 1
   2212 -21   0  10 1 1 1
   2213 -20   0  10 1 1 1
   2214 -19   0  10 1 1 1
   2215 -18   0  10 1 1 1
   2216 -17   0  10 1 1 1
   2217 -16   0  10 1 1 1
   2218 -15   0  10 1 1 1
   2219 -14   0  10 1 1 1
   2220 -13   0  10 1 1 1
   2221 -12   0  10 1 1 1
   2222 -11   0  10 1 1 1
   2223 -10   0  10 1 1 1
   2224  -9   0  10 1 1 1
   2225  -8   0  10 1 1 1
   2226  -7   0  10 1 1 1
   2227  -6   0  10 1 1 1
   2228  -5   0  10 1 1 1
   2229  -4   0  10 1 1 1
   2230  -3   0  10 1 1 1
   2231  -2   0  10 1 1 1
   2232  -1   0  10 1 1 1
   2233   0   0  10 1 1 1
   2234   1   0  10 1 1 1
   2235   2   0  10 1 1 1
   2236   3   0  10 1 1 1
   2237   4   0  10 1 1 1
   2238   5   0  10 1 1 1
   2239   6   0  10 1 1 1
   2240   7   0  10 1 1 1
   2241   8   0  10 1 1 1
   2242   9   0  10 1 1 1
   2243  10   0  10 1 1 1
   2244  11   0  10 1 1 1
   2245  12   0  10 1 1 1
   2246  13   0  10 1 1 1
   2247  14   0  10 1 1 1
   2248  15   0  10 1 1 1
   2249  16   0  10 1 1 1
   2250  17   0  10 1 1 1
   2251  18   0  10 1 1 1
   2252  19   0  10 1 1 1
   2253  20   0  10 1 1 1
   2254  21   0  10 1 1 1
   2255  22   0  10 1 1 1
   2256  23   0  10 1 1 1
   2257  24   0  10 1 1 1
   2258  25   0  10 1 1 1
   2259  26   0  10 1 1 1
   2260  27   0  10 1 1 1
   2261  28   0  10 1 1 1
   2262  29   0  10 1 1 1
   2263  30   0  10 1 1 1
   2264  31   0  10 1 1 1
   2265 -29   0  11 1 1 1
   2266 -28   0  11 1 1 1
   2267 -27   0  11 1 1 1
   2268 -26   0  11 1 1 1
   2269 -25   0  11 1 1 1
   2270 -24   0  11 1 1 1
   2271 -23   0  11 1 1 1
   2272 -22   0  11 1 1 1
   2273 -21   0  11 1 1 1
   2274 -20   0  11 1 1 1
   2275 -19   0  11 1 1 1
   2276 -18   0  11 1 1 1
   2277 -17   0  11 1 1 1
   2278 -16   0  11 1 1 1
   2279 -15   0  11 1 1 1
   2280 -14   0  11 1 1 1
   2281 -13   0  11 1 1 1
   2282 -12   0  11 1 1 1
   2283 -11   0  11 1 1 1
   2284 -10   0  11 1 1 1
   2285  -9   0  11 1 1 1
   2286  -8   0  11 1 1 1
   2287  -7   0  11 1 1 1
   2288  -6   0  11 1 1 1
   2289  -5   0  11 1 1 1
   2290  -4   0  11 1 1 1
   2291  -3   0  11 1 1 1
   2292  -2   0  11 1 1 1
   2293  -1   0  11 1 1 1
   2294   0   0  11 1 1 1
   2295   1   0  11 1 1 1
   2296   2   0  11 1 1 1
   2297   3   0  11 1 1 1
   2298   4   0  11 1 1 1
   2299   5   0  11 1 1 1
   2300   6   0  11 1 1 1
   2301   7   0  11 1 1 1
   2302   8   0  11 1 1 1
   2303   9   0  11 1 1 1
   2304  10   0  11 1 1 1
   2305  11   0  11 1 1 1
   2306  12   0  11 1 1 1
   2307  13   0  11 1 1 1
   2308  14   0  11 1 1 1
   2309  15   0  11 1 1 1
   2310  16   0  11 1 1 1
   2311  17   0  11 1 1 1
   2312  18   0  11 1 1 1
   2313  19   0  11 1 1 1
   2314  20   0  11 1 1 1
   2315  21   0  11 1 1 1
   2316  22   0  11 1 1 1
   2317  23   0  11 1 1 1
   2318  24   0  11 1 1 1
   2319  25   0  11 1 1 1
   2320  26   0  11 1 1 1
   2321  27   0  11 1 1 1
   2322  28   0  11 1 1 1
   2323  29   0  11 1 1 1
   2324  30   0  11 1 1 1
   2325 -29   0  12 1 1 1
   2326 -28   0  12 1 1 1
   2327 -27   0  12 1 1 1
   2328 -26   0  12 1 1 1
   2329 -25   0  12 1 1 1
   2330 -24   0  12 1 1 1
   2331 -23   0  12 1 1 1
   2332 -22   0  12 1 1 1
   2333 -21   0  12 1 1 1
   2334 -20   0  12 1 1 1
   2335 -19   0  12 1 1 1
   2336 -18   0  12 1 1 1
   2337 -17   0  12 1 1 1
   2338 -16   0  12 1 1 1
   2339 -15   0  12 1 1 1
   2340 -14   0  12 1 1 1
   2341 -13   0  12 1 1 1
   2342 -12   0  12 1 1 1
   2343 -11   0  12 1 1 1
   2344 -10   0  12 1 1 1
   2345  -9   0  12 1 1 1
   2346  -8   0  12 1 1 1
   2347  -7   0  12 1 1 1
   2348  -6   0  12 1 1 1
   2349  -5   0  12 1 1 1
   2350  -4   0  12 1 1 1
   2351  -3   0  12 1 1 1
   2352  -2   0  12 1 1 1
   2353  -1   0  12 1 1 1
   2354   0   0  12 1 1 1
   2355   1   0  12 1 1 1
   2356   2   0  12 1 1 1
   2357   3   0  12 1 1 1
   2358   4   0  12 1 1 1
   2359   5   0  12 1 1 1
   2360   6   0  12 1 1 1
   2361   7   0  12 1 1 1
   2362   8   0  12 1 1 1
   2363   9   0  12 1 1 1
   2364  10   0  12 1 1 1
   2365  11   0  12 1 1 1
   2366  12   0  12 1 1 1
   2367  13   0  12 1 1 1
   2368  14   0  12 1 1 1
   2369  15   0  12 1 1 1
   2370  16   0  12 1 1 1
   2371  17   0  12 1 1 1
   2372  18   0  12 1 1 1
   2373  19   0  12 1 1 1
   2374  20   0  12 1 1 1
   2375  21   0  12 1 1 1
   2376  22   0  12 1 1 1
   2377  23   0  12 1 1 1
   2378  24   0  12 1 1 1
   2379  25   0  12 1 1 1
   2380  26   0  12 1 1 1
   2381  27   0  12 1 1 1
   2382  28   0  12 1 1 1
   2383  29   0  12 1 1 1
   2384  30   0  12 1 1 1
   2385 -29   0  13 1 1 1
   2386 -28   0  13 1 1 1
   2387 -27   0  13 1 1 1
   2388 -26   0  13 1 1 1
   2389 -25   0  13 1 1 1
   2390 -24   0  13 1 1 1
   2391 -23   0  13 1 1 1
   2392 -22   0  13 1 1 1
   2393 -21   0  13 1 1 1
   2394 -20   0  13 1 1 1
   2395 -19   0  13 1 1 1
   2396 -18   0  13 1 1 1
   2397 -17   0  13 1 1 1
   2398 -16   0  13 1 1 1
   2399 -15   0  13 1 1 1
   2400 -14   0  13 1 1 1
   2401 -13   0  13 1 1 1
   2402 -12   0  13 1 1 1
   2403 -11   0  13 1 1 1
   2404 -10   0  13 1 1 1
   2405  -9   0  13 1 1 1
   2406  -8   0  13 1 1 1
   2407  -7   0  13 1 1 1
   2408  -6   0  13 1 1 1
   2409  -5   0  13 1 1 1
   2410  -4   0  13 1 1 1
   2411  -3   0  13 1 1 1
   2412  -2   0  13 1 1 1
   2413  -1   0  13 1 1 1
   2414   0   0  13 1 1 1
   2415   1   0  13 1 1 1
   2416   2   0  13 1 1 1
   2417   3   0  13 1 1 1
   2418   4   0  13 1 1 1
